invoice_id,vendor_id,vendor_name,invoice_date,due_date,amount,item_count,payment_status,description,is_fraud,anomaly_reason
a2ff2adc,1742,Gordon LLC,2025-08-01,2025-08-21,2643.08,2,Unpaid,Cleaning Service - bulk order,0,Normal
b474b817,1071,"White, Hensley and Campos",2025-05-20,2025-06-24,1260.1,10,Paid,Desk Chair - installation included,0,Normal
69f5c32d,1092,"Rogers, Acevedo and Serrano",2025-09-04,2025-09-20,1425.36,10,Pending,Whiteboard - for office use,0,Normal
226c2159,1416,Vaughn Ltd,2025-06-02,2025-07-06,1756.34,2,Pending,Notebook - bulk order,0,Normal
3e2e21c0,1207,Simpson-Phillips,2025-07-12,2025-08-11,4972.2,4,Unpaid,Mouse - installation included,0,Normal
41b7aeb2,1484,"Hayes, Walters and Carter",2025-10-20,2025-11-07,2796.73,8,Unpaid,DeliveryService - bulk order,1,Suspicious text validation
89890822,1229,Crawford-Hall,2025-09-29,2025-10-14,154.32,9,Paid,Notebook - installation included,0,Normal
039b0894,1136,"Clay, Casey and Davis",2025-09-08,2025-09-30,2537.81,4,Paid,Desk Chair - urgent delivery,0,Normal
015afbbd,1822,"Harris, Hale and Brady",2025-04-29,2025-06-09,1688.44,3,Pending,InstallationService - bulk order,1,Suspicious text validation
577b34c4,1605,Levy Group,2025-05-25,2025-07-01,1004.19,5,Pending,Router - installation included,0,Normal
302a37e2,2100,Rogers Inc,2025-08-03,2025-09-08,3709.93,10,Unpaid,Projector - urgent delivery,0,Normal
dc0b186c,1468,Mcpherson LLC,2025-09-02,2025-10-05,4254.31,10,Unpaid,Projector - for office use,0,Normal
e0dad698,2085,Lee-Woods,2025-06-23,2025-08-01,780.93,4,Paid,DeliveryService - customer support included,1,Suspicious text validation
81036950,1823,Juarez LLC,2025-07-16,2025-08-10,930.32,1,Pending,Mouse - quarterly maintenance,0,Normal
258ef05e,1520,Benjamin Group,2025-08-24,2025-09-27,1560.23,9,Unpaid,OfficeDesk - customer support included,1,Suspicious text validation
5d618e02,1715,Marquez-Ford,2025-09-05,2025-09-29,387.55,1,Unpaid,Software Subscription - installation included,0,Normal
162a6f5b,1370,Allen-Thomas,2025-07-18,2025-08-20,2222.3,4,Paid,Coffee Machine - bulk order,0,Normal
f1f662fd,1666,"Skinner, Simpson and Reed",2025-10-03,2025-11-07,2877.62,1,Pending,Software Subscription - bulk order,0,Normal
6b1b106d,1814,Carter Inc,2025-08-02,2025-09-03,1562.12,5,Unpaid,StationerySet - bulk order,1,Suspicious text validation
65da8c5c,1894,"Kemp, Barnes and Henderson",2025-09-08,2025-09-03,2879.86,5,Paid,Software Subscription - quarterly maintenance,1,Due date earlier than invoice date
69ba37db,1391,"Young, Brooks and Robertson",2025-06-17,2025-07-15,1805.03,5,Paid,Notebook - monthly supply,1,Duplicate invoice ID
d9c57a42,2085,Patterson-White,2025-09-18,2025-11-02,2867.84,8,Unpaid,Monitor - quarterly maintenance,0,Normal
3896d513,1709,Garza-Weaver,2025-05-20,2025-06-09,2101.3,3,Paid,Installation Service - urgent delivery,0,Normal
ed2a5562,1577,Conway Inc,2025-08-02,2025-08-27,829.54,8,Paid,Desk Chair - monthly supply,0,Normal
f009b85f,1680,"Ritter, Reed and Lee",2025-07-26,2025-08-16,3846.8,10,Pending,Cleaning Service - installation included,1,Suspicious invoice amount
76e5f7e2,1034,"Brown, Mcdaniel and Huber",2025-07-28,2025-08-25,2493.59,3,Unpaid,Printer - bulk order,0,Normal
86f7890c,1260,Graham Group,2025-10-07,2025-11-17,3007.17,8,Paid,Software Subscription - bulk order,0,Normal
b24912a1,1490,Harris Group,2025-08-31,2025-10-14,44715.4,2,Paid,Router - urgent delivery,1,Suspicious invoice amount
2aa4292b,2073,Martinez-Pacheco,2025-10-07,2025-09-27,4483.88,10,Paid,Notebook - bulk order,1,Due date earlier than invoice date
4d67333e,1383,"Allen, Brennan and Cervantes",2025-06-27,2025-07-14,2829.13,6,Unpaid,Projector - quarterly maintenance,1,Duplicate invoice ID
ccc4f371,1681,Lawrence Group,2025-08-18,2025-09-05,320.09,3,Unpaid,Desk Chair - monthly supply,0,Normal
0746a5ca,1667,"Hurley, Sanders and Davis",2025-09-27,2025-10-22,4418.04,3,Unpaid,Router - customer support included,1,Duplicate invoice ID
66884120,1785,"Matthews, Osborne and Sellers",2025-10-03,2025-09-29,4758.63,8,Pending,Projector - for office use,1,Due date earlier than invoice date
9bb00fd9,2025,"Perry, Hart and Ortega",2025-05-26,2025-06-23,1636.44,9,Paid,Mouse - bulk order,0,Normal
068c75cf,1688,Robinson-Buckley,2025-05-30,2025-06-14,4858.4,8,Paid,Printer - urgent delivery,0,Normal
10a784eb,1292,"Holmes, Garcia and Rogers",2025-07-09,2025-07-28,1123.06,8,Unpaid,Notebook - customer support included,0,Normal
6303e673,1535,Chase-Schmidt,2025-06-20,2025-07-16,4938.71,9,Pending,Whiteboard - customer support included,0,Normal
b11fea4d,1260,Williams Inc,2025-08-23,2025-09-19,1258.95,7,Pending,Software Subscription - quarterly maintenance,0,Normal
3b4fcb1d,1728,Davis LLC,2025-05-20,2025-06-28,788.19,2,Pending,Cleaning Service - bulk order,0,Normal
bfbd4fcd,1105,"Smith, Schmidt and Smith",2025-10-20,2025-11-10,24275.45,9,Pending,USB Drive - urgent delivery,1,Suspicious invoice amount
236af113,1270,Medina-Morrison,2025-06-15,2025-07-12,1537.5,8,Unpaid,Office Desk - for office use,0,Normal
777c3a31,1861,"Freeman, Butler and Wood",2025-10-04,2025-11-07,4176.97,6,Pending,Notebook - installation included,0,Normal
bd062627,1785,"Burke, Robinson and Garner",2025-08-15,2025-09-14,1362.89,1,Paid,ConsultingServices - bulk order,1,Suspicious text validation
aed1916b,1731,Fox LLC,2025-08-16,2025-09-21,4400.77,7,Unpaid,Installation Service - urgent delivery,0,Normal
713b99ff,1425,Smith-Lopez,2025-07-04,2025-08-07,228.73200000000003,6,Pending,Stationery Set - monthly supply,1,Suspicious invoice amount
8fc8f791,1590,Castaneda-Perkins,2025-07-28,2025-09-03,676.61,3,Unpaid,Mouse - quarterly maintenance,0,Normal
ca9d69f4,1004,"Munoz, Martinez and Burnett",2025-05-11,2025-06-07,1531.36,7,Unpaid,Delivery Service - installation included,0,Normal
85b7f168,1443,Mckinney PLC,2025-10-03,2025-11-14,4900.1,7,Paid,ConsultingServices - urgent delivery,1,Suspicious text validation
0ba83f83,1523,Harris Ltd,2025-07-06,2025-08-06,3146.05,3,Paid,Pen Set - quarterly maintenance,0,Normal
6ff630a1,1732,Garza Group,2025-10-05,2025-11-03,2988.57,10,Pending,Laptop - bulk order,0,Normal
50543f61,1208,"Willis, Nelson and Thompson",2025-09-03,2025-10-12,30.682000000000002,6,Unpaid,Installation Service - monthly supply,1,Suspicious invoice amount
75d3c038,1305,Bennett-Thompson,2025-08-19,2025-09-18,1625.86,9,Unpaid,Notebook - monthly supply,0,Normal
3a457e3a,1241,Smith-Davis,2025-07-16,2025-08-26,408.27600000000007,5,Paid,Cleaning Service - urgent delivery,1,Suspicious invoice amount
913bc8e0,1628,Nguyen LLC,2025-06-11,2025-07-26,901.25,5,Unpaid,StationerySet - monthly supply,1,Suspicious text validation
8aefa8d2,1452,Reed-Parker,2025-07-30,2025-09-11,3021.46,3,Unpaid,Cleaning Service - customer support included,0,Normal
2539afb5,1753,Martin-Scott,2025-05-23,2025-06-20,430.97,5,Paid,USB Drive - urgent delivery,0,Normal
f1a7d7bc,1101,Fowler-Davis,2025-05-14,2025-06-23,3843.04,8,Paid,Software Subscription - urgent delivery,0,Normal
8704f385,1652,Miller Inc,2025-05-09,2025-05-29,2556.98,3,Unpaid,Whiteboard - urgent delivery,0,Normal
0c82b06c,1121,Anderson Inc,2025-07-24,2025-07-15,1083.43,7,Unpaid,Cleaning Service - monthly supply,1,Due date earlier than invoice date
f1be3da2,1806,Durham-Bryant,2025-09-09,2025-10-07,1780.25,10,Paid,Notebook - monthly supply,0,Normal
92cc5330,1980,Williams-Chase,2025-07-13,2025-08-01,2682.32,9,Pending,Software Subscription - customer support included,0,Normal
f177c32a,1706,Mooney LLC,2025-10-15,2025-11-09,3738.77,4,Pending,Keyboard - for office use,0,Normal
b3071fe5,2059,"Cruz, Hanson and Lin",2025-05-17,2025-06-13,547.19,5,Unpaid,Whiteboard - customer support included,0,Normal
20a1751e,1507,Martin Group,2025-08-25,2025-09-12,1687.08,6,Unpaid,ConsultingServices - bulk order,1,Suspicious text validation
00522e49,1241,"Ortiz, Edwards and Tran",2025-07-13,2025-07-31,2801.97,8,Unpaid,Office Desk - customer support included,0,Normal
a1808532,1927,Edwards-Jimenez,2025-08-25,2025-09-11,2000.44,9,Paid,Office Desk - quarterly maintenance,0,Normal
c3449055,1003,Bennett LLC,2025-04-26,2025-05-18,1397.39,3,Paid,Desk Chair - for office use,0,Normal
b64d7f6f,1204,Dean Group,2025-07-03,2025-07-26,4197.85,1,Unpaid,Keyboard - quarterly maintenance,0,Normal
30fe2243,1452,"Jones, Henderson and Garcia",2025-06-13,2025-07-15,2384.13,8,Pending,Printer - quarterly maintenance,0,Normal
e22c4d71,1359,Powell-Foster,2025-05-14,2025-06-19,1866.94,8,Unpaid,Delivery Service - bulk order,0,Normal
9641e4df,1360,"Espinoza, Cowan and Hayes",2025-07-26,2025-08-18,1486.38,2,Paid,Maintenance Service - urgent delivery,0,Normal
aed601b0,1259,Cox-Jones,2025-05-06,2025-06-04,2033.92,9,Unpaid,Desk Chair - bulk order,0,Normal
f0baa5a9,2035,Rich and Sons,2025-10-16,2025-11-12,2561.49,9,Paid,Printer- urgent delivery,1,Suspicious text validation
1767b9b3,1889,"Holland, Brown and Rogers",2025-09-26,2025-10-23,1169.58,2,Pending,Mouse - for office use,0,Normal
4284bfee,1477,Fleming PLC,2025-07-07,2025-07-27,271.57,10,Pending,Mouse - monthly supply,0,Normal
ac36ce52,1096,"Adams, Price and Jensen",2025-06-25,2025-07-14,1279.58,5,Pending,Software Subscription - for office use,0,Normal
f5a02829,1717,Hernandez and Sons,2025-05-25,2025-06-23,2615.28,3,Unpaid,Monitor - quarterly maintenance,0,Normal
0d54c6ba,1925,Saunders-Brown,2025-05-25,2025-07-08,4968.96,4,Pending,Stationery Set - monthly supply,0,Normal
dbf6e029,1536,Guerrero and Sons,2025-07-02,2025-07-21,2378.68,1,Unpaid,Notebook - for office use,0,Normal
87feddc5,1850,Fields-Chavez,2025-06-22,2025-08-02,4199.32,6,Pending,Router - monthly supply,0,Normal
4c90473a,1694,Holt-Davis,2025-05-03,2025-05-24,3469.06,7,Pending,Monitor - for office use,0,Normal
e088693c,1044,"Riddle, Taylor and Vargas",2025-04-29,2025-05-19,2690.33,6,Paid,Projector - bulk order,0,Normal
f31ab56e,1329,Johnson-Leonard,2025-08-26,2025-09-15,4087.99,8,Unpaid,Delivery Service - urgent delivery,0,Normal
bd2dd39d,1149,"Clarke, Harper and Pope",2025-05-29,2025-06-16,716.12,6,Paid,Pen Set - urgent delivery,0,Normal
e9618f05,1645,Jackson and Sons,2025-06-30,2025-07-15,1518.49,10,Unpaid,Stationery Set - installation included,0,Normal
9e024a6e,1148,"Blanchard, Gonzalez and Horn",2025-10-09,2025-10-24,3519.3,3,Unpaid,Stationery Set - quarterly maintenance,0,Normal
04e6cb90,1362,King-Gutierrez,2025-09-29,2025-11-13,3800.83,4,Pending,Office Desk - customer support included,0,Normal
c4016727,1870,"Smith, Murphy and Williams",2025-05-06,2025-05-31,2337.26,7,Unpaid,Desk Chair - installation included,0,Normal
7bd494b2,1636,Hancock-Trujillo,2025-09-18,2025-10-22,4021.13,1,Pending,Notebook- monthly supply,1,Suspicious text validation
cd7e5557,1112,Robinson Ltd,2025-07-19,2025-09-02,3223.0,3,Unpaid,Notebook - urgent delivery,1,Duplicate invoice ID
55cdb764,1986,Mays-Alexander,2025-07-24,2025-08-21,1828.38,2,Unpaid,Whiteboard - urgent delivery,0,Normal
2304a0a8,1425,"Johnson, Andrews and Hanson",2025-07-12,2025-08-10,546.93,2,Unpaid,Maintenance Service - for office use,0,Normal
21fabd7c,1746,"George, Mooney and Lopez",2025-06-10,2025-07-11,2305.45,9,Unpaid,Keyboard - monthly supply,0,Normal
7a503811,1197,Holland LLC,2025-05-12,2025-06-09,288.99,7,Pending,Desk Chair - customer support included,0,Normal
24db4dbf,1560,Cunningham LLC,2025-10-18,2025-11-13,3243.62,7,Paid,USB Drive - quarterly maintenance,0,Normal
eabbc439,1895,Burns Inc,2025-07-22,2025-08-10,619.93,5,Paid,Printer - quarterly maintenance,0,Normal
cacf4e27,1718,Evans Ltd,2025-07-06,2025-07-26,3480.51,9,Paid,Maintenance Service - installation included,0,Normal
66c1d550,1539,Landry-Bryant,2025-08-11,2025-09-19,1396.24,5,Pending,Router - customer support included,0,Normal
186fd6bf,1060,"Johnston, Griffin and Lopez",2025-10-19,2025-11-18,4298.68,1,Unpaid,Keyboard - installation included,1,Duplicate invoice ID
ace69dfb,1070,Chung-Williamson,2025-09-27,2025-11-06,4336.49,10,Pending,Coffee Machine - quarterly maintenance,0,Normal
7ff99b37,1971,"Martinez, Tran and Ponce",2025-06-07,2025-06-01,3835.9,2,Pending,Desk Chair - installation included,1,Due date earlier than invoice date
9fb4be15,1602,"Allen, Figueroa and Bailey",2025-10-22,2025-11-18,3938.31,5,Pending,Projector - for office use,0,Normal
710823fa,1338,Ruiz Ltd,2025-06-28,2025-07-27,2995.99,8,Paid,Monitor- monthly supply,1,Suspicious text validation
72130c06,1567,Gomez-Stevens,2025-10-07,2025-11-20,3149.75,4,Paid,Delivery Service - customer support included,0,Normal
b29f2c89,1659,Villa-Pearson,2025-10-16,2025-11-09,1126.6,1,Paid,Keyboard - quarterly maintenance,0,Normal
5fc23372,1462,Johnson-Diaz,2025-05-06,2025-06-06,3931.32,9,Paid,Desk Chair - monthly supply,0,Normal
3ed17b64,1321,Miller-Benjamin,2025-08-05,2025-09-09,785.24,5,Pending,Printer - urgent delivery,0,Normal
f749df72,1900,"Robertson, Ross and Rasmussen",2025-10-21,2025-12-04,3161.66,1,Pending,Office Desk - for office use,0,Normal
9c2f0efd,2002,"Martinez, Valenzuela and Winters",2025-07-28,2025-08-12,2669.94,7,Unpaid,Consulting Services - quarterly maintenance,0,Normal
828e579e,1189,Martin Group,2025-06-12,2025-07-12,1145.99,8,Paid,Printer - for office use,0,Normal
7b652c21,1267,Leonard-Allen,2025-07-31,2025-09-10,2359.06,6,Unpaid,Projector - installation included,0,Normal
d427354a,2033,Salazar-Cox,2025-04-28,2025-05-20,4207.21,5,Pending,Desk Chair - customer support included,0,Normal
4a969c0d,1518,Gardner-Morton,2025-06-09,2025-06-30,814.36,3,Pending,Printer - for office use,0,Normal
07c63b2c,1870,"Clark, Myers and Hall",2025-07-03,2025-07-30,2302.11,2,Unpaid,Stationery Set - installation included,0,Normal
7c632fad,1703,Parrish LLC,2025-05-03,2025-05-21,4528.44,1,Unpaid,Coffee Machine - monthly supply,0,Normal
18e58a00,1420,Walker-Hernandez,2025-06-01,2025-07-04,3199.18,6,Paid,USB Drive - for office use,0,Normal
7e5b82aa,1117,"Baird, Smith and Kennedy",2025-09-12,2025-10-02,4040.2,8,Unpaid,Software Subscription - monthly supply,1,Duplicate invoice ID
a224d94c,1221,Barton PLC,2025-09-13,2025-10-28,464.36,5,Pending,Cleaning Service - urgent delivery,0,Normal
60769c3c,1246,Rodriguez-Salinas,2025-07-04,2025-07-19,578.13,4,Paid,Laptop - quarterly maintenance,0,Normal
02f389a8,2005,Booth-Perkins,2025-08-25,2025-09-16,3641.76,9,Pending,Laptop- for office use,1,Suspicious text validation
b511bdaf,1797,James Ltd,2025-09-05,2025-10-18,2953.72,10,Pending,Office Desk - quarterly maintenance,1,Duplicate invoice ID
75cf5aa9,1527,Lloyd-Rios,2025-08-17,2025-09-07,481.15,8,Paid,Keyboard- quarterly maintenance,1,Suspicious text validation
786e8b57,1915,"Gray, Becker and Morris",2025-06-01,2025-07-07,4052.01,10,Pending,Office Desk - urgent delivery,0,Normal
1ff815d5,1137,Allen-Williams,2025-10-21,2025-11-17,3177.24,8,Paid,Software Subscription - for office use,0,Normal
fbbf406e,1994,"Clark, Nguyen and Morgan",2025-08-07,2025-09-12,4588.56,2,Pending,Notebook- quarterly maintenance,1,Suspicious text validation
00dd9c69,2019,Thompson Ltd,2025-07-10,2025-08-17,1533.0,8,Pending,Printer - for office use,0,Normal
20646a48,1667,Garrett-Richardson,2025-10-21,2025-11-23,1505.96,6,Paid,Consulting Services - quarterly maintenance,1,Duplicate invoice ID
a05fa62b,1031,Williams Group,2025-05-07,2025-06-04,2309.23,2,Pending,Pen Set - bulk order,0,Normal
f2786b92,1872,"Cox, Guerra and Davis",2025-05-20,2025-06-29,4903.94,1,Pending,CleaningService - bulk order,1,Suspicious text validation
fdd8b176,1027,Palmer-Wright,2025-08-17,2025-09-23,4338.45,4,Pending,Laptop - for office use,0,Normal
25de1c2a,1955,"Hebert, Jennings and Huang",2025-07-09,2025-08-04,357.924,9,Paid,Coffee Machine - bulk order,1,Suspicious invoice amount
9d05ddc2,1821,Irwin-Ramirez,2025-10-09,2025-11-16,547.1,10,Paid,Cleaning Service - monthly supply,0,Normal
85df4c48,1984,Boone and Sons,2025-10-12,2025-11-07,1386.27,7,Unpaid,USBDrive - installation included,1,Suspicious text validation
ec456c6f,1579,Stewart-Smith,2025-06-24,2025-07-25,2360.49,9,Pending,Delivery Service - for office use,0,Normal
6ff85b2e,1348,Stewart-Vaughan,2025-05-07,2025-05-27,1809.46,7,Paid,Laptop - customer support included,0,Normal
a873cf04,1964,Atkinson Group,2025-07-19,2025-08-21,23584.3,6,Paid,Installation Service - for office use,1,Suspicious invoice amount
c4016727,1392,Banks-Allen,2025-08-26,2025-09-25,3382.32,7,Pending,Router - bulk order,1,Duplicate invoice ID
6c88979c,1533,Cervantes LLC,2025-08-29,2025-10-08,4513.88,7,Paid,Notebook - quarterly maintenance,0,Normal
7cbee7ea,1784,Smith-Freeman,2025-10-16,2025-11-06,143.731,8,Unpaid,Laptop - customer support included,1,Suspicious invoice amount
e7025031,2008,Perry-Johnson,2025-07-10,2025-08-14,3082.42,5,Unpaid,InstallationService - installation included,1,Suspicious text validation
2bb983ca,1328,Gallegos Inc,2025-05-19,2025-06-18,2110.65,2,Unpaid,Whiteboard - customer support included,0,Normal
03897c24,1084,Owens and Sons,2025-07-10,2025-07-28,1137.93,1,Pending,Maintenance Service - for office use,1,Duplicate invoice ID
b4d00aaa,1449,Collins-Gardner,2025-06-04,2025-06-22,583.73,3,Paid,ConsultingServices - for office use,1,Suspicious text validation
e9ceb3ff,1430,"Maxwell, Jackson and Snyder",2025-10-05,2025-10-31,2605.24,8,Paid,Projector - monthly supply,0,Normal
49dea294,1837,Brown-Arnold,2025-04-26,2025-06-02,3781.29,1,Paid,Printer - bulk order,0,Normal
70dba82d,1443,Peterson Group,2025-07-31,2025-08-28,3579.98,9,Paid,Mouse- urgent delivery,1,Suspicious text validation
cc9c04b0,1266,Wilkinson LLC,2025-05-20,2025-06-18,1985.8,7,Unpaid,Office Desk - customer support included,0,Normal
50b38b14,1998,Francis Inc,2025-10-13,2025-11-18,390.84,1,Unpaid,Office Desk - quarterly maintenance,0,Normal
9fa88427,1271,"Baxter, Young and Mckay",2025-07-04,2025-07-24,4061.93,1,Paid,Monitor - for office use,0,Normal
9e131fd3,2015,"Calhoun, Day and Blevins",2025-08-19,2025-09-19,3734.45,4,Pending,Desk Chair - for office use,1,Suspicious invoice amount
49f61a9a,2012,Grant Ltd,2025-07-05,2025-08-13,4517.11,2,Unpaid,Delivery Service - bulk order,0,Normal
2b5e7f0c,1244,"Holland, Crawford and Atkins",2025-07-18,2025-08-19,4085.55,2,Unpaid,Mouse - installation included,0,Normal
6e48c984,2027,Browning-Calhoun,2025-05-30,2025-06-24,4479.7,6,Pending,Notebook - bulk order,0,Normal
f0986ae2,2034,Bell-Meza,2025-10-10,2025-11-02,3851.62,6,Pending,Software Subscription - customer support included,1,Duplicate invoice ID
2f22d1ea,1086,"Reyes, Jacobs and Soto",2025-08-01,2025-08-18,2591.67,8,Unpaid,USB Drive - monthly supply,0,Normal
722a0486,1487,Roberson-Zhang,2025-10-21,2025-11-23,3153.96,10,Unpaid,Cleaning Service - for office use,0,Normal
f0460945,1067,Jackson-Kline,2025-07-28,2025-08-18,2701.81,4,Unpaid,Projector - customer support included,0,Normal
b4c4d474,2001,Walter-French,2025-08-25,2025-10-04,1684.91,9,Unpaid,Maintenance Service - quarterly maintenance,0,Normal
36c38536,1351,"Meza, Dyer and Mills",2025-06-13,2025-07-01,2566.78,4,Pending,Software Subscription - quarterly maintenance,0,Normal
f5b440ad,1011,Vang-Solomon,2025-05-06,2025-06-06,32.791000000000004,3,Paid,Desk Chair - monthly supply,1,Suspicious invoice amount
39ea023d,1659,Coleman and Sons,2025-08-02,2025-08-30,4028.64,7,Unpaid,Maintenance Service - quarterly maintenance,0,Normal
37597375,1383,Bauer-Johnson,2025-06-26,2025-07-28,2718.83,4,Pending,Notebook - monthly supply,0,Normal
aec88c90,1049,"Johnson, Carter and Williams",2025-08-23,2025-09-14,2929.25,7,Pending,Software Subscription - urgent delivery,0,Normal
56523dac,1635,Grant-Vasquez,2025-09-17,2025-10-19,39126.9,7,Paid,Delivery Service - installation included,1,Suspicious invoice amount
dfc6cad5,1514,Anderson PLC,2025-06-14,2025-07-09,4155.08,10,Pending,Projector - bulk order,0,Normal
e248306c,1307,"Hart, Wilson and Evans",2025-05-05,2025-06-13,540.04,8,Unpaid,Consulting Services - installation included,0,Normal
e45d407e,1735,Irwin LLC,2025-10-20,2025-12-01,2141.01,9,Paid,Router - quarterly maintenance,0,Normal
3d7c7516,1194,Peterson and Sons,2025-05-15,2025-06-19,2676.73,3,Pending,Router - monthly supply,0,Normal
af6ea53b,1594,"Houston, Rodriguez and Patel",2025-10-09,2025-11-06,4393.52,7,Unpaid,Desk Chair - installation included,0,Normal
8b44067c,1095,"Valdez, Price and Lewis",2025-08-13,2025-09-13,2843.49,2,Paid,Router - installation included,0,Normal
a2aa30a4,2045,Guerrero Group,2025-08-16,2025-09-13,1677.61,3,Pending,StationerySet - bulk order,1,Suspicious text validation
646a8270,1903,Lynch-Mckinney,2025-07-20,2025-08-16,389.35,6,Unpaid,Maintenance Service - installation included,0,Normal
5f682c0a,1863,"Lopez, Herring and Garcia",2025-05-31,2025-07-04,203.35,4,Pending,Monitor - monthly supply,0,Normal
91d7b15a,1511,James-Clark,2025-05-20,2025-06-14,3488.82,9,Paid,Delivery Service - customer support included,0,Normal
877d4a77,1337,"Wilson, Walker and Garcia",2025-05-21,2025-07-05,1403.26,3,Paid,Stationery Set - bulk order,0,Normal
0394ade0,1561,Snyder-Berry,2025-04-29,2025-05-23,492.62,8,Paid,Router - urgent delivery,0,Normal
adb502b1,1533,"Walsh, Gilbert and Alexander",2025-08-14,2025-08-29,2113.94,1,Paid,Installation Service - customer support included,0,Normal
89cee64c,1698,"Valencia, Ponce and Stephens",2025-05-30,2025-05-28,4472.15,7,Pending,Cleaning Service - monthly supply,1,Due date earlier than invoice date
8129273e,1474,Johns Inc,2025-05-16,2025-06-25,1324.66,9,Unpaid,Installation Service - for office use,0,Normal
59fbd1b5,1943,"Wagner, Obrien and Jackson",2025-06-02,2025-06-29,3909.28,3,Paid,Pen Set - installation included,0,Normal
69ba37db,1501,Johnson and Sons,2025-09-29,2025-11-05,1434.77,10,Unpaid,Router - customer support included,0,Normal
b58c60c2,1629,Adams-Roman,2025-05-07,2025-06-10,2077.57,4,Unpaid,Installation Service - bulk order,0,Normal
0fecd98d,1020,Torres Inc,2025-07-12,2025-08-10,571.36,1,Pending,Whiteboard - installation included,0,Normal
c6183123,1512,Jackson-Morgan,2025-08-29,2025-10-13,1473.13,4,Paid,Delivery Service - quarterly maintenance,0,Normal
3ddce555,1980,Stone PLC,2025-05-09,2025-06-03,4319.24,6,Pending,Printer - monthly supply,0,Normal
168b6bd3,2065,Taylor-Jimenez,2025-10-11,2025-10-30,890.58,10,Unpaid,Router - monthly supply,0,Normal
4da65814,1246,Williams Inc,2025-08-25,2025-10-09,4600.56,4,Paid,Coffee Machine - quarterly maintenance,0,Normal
02b8936e,2082,Larson-Meyer,2025-05-10,2025-06-06,648.94,1,Pending,USB Drive - quarterly maintenance,0,Normal
24449242,1955,Young-Sanders,2025-07-02,2025-08-16,1738.59,9,Paid,Pen Set - customer support included,0,Normal
97c0a73e,1006,"Gonzalez, Dixon and Lee",2025-06-12,2025-07-18,3610.3,8,Unpaid,StationerySet - monthly supply,1,Suspicious text validation
1a884891,1385,Reilly-Carter,2025-08-23,2025-09-29,558.01,2,Unpaid,Installation Service - urgent delivery,0,Normal
a9e83bfa,1533,Molina Inc,2025-05-20,2025-06-29,3556.43,9,Unpaid,Coffee Machine - quarterly maintenance,0,Normal
0c7c31c2,1113,Hall and Sons,2025-05-28,2025-06-15,4755.27,3,Pending,Stationery Set - urgent delivery,0,Normal
5f2ea526,1085,Larsen-Pham,2025-10-04,2025-10-29,3044.33,2,Unpaid,Notebook - quarterly maintenance,0,Normal
8499f288,2071,Jackson LLC,2025-06-27,2025-06-25,3425.1,9,Pending,Laptop - monthly supply,1,Due date earlier than invoice date
72d381ad,2019,"Carroll, Ferrell and Evans",2025-04-28,2025-06-10,4225.95,9,Paid,Printer - urgent delivery,0,Normal
0377a8f3,1871,Hubbard-Hampton,2025-10-02,2025-11-15,753.77,3,Unpaid,Projector - for office use,0,Normal
dd819e58,1706,"Baxter, Evans and Sanchez",2025-07-22,2025-08-12,3743.27,2,Unpaid,Stationery Set - for office use,0,Normal
9f1d8097,1536,Walsh Inc,2025-08-23,2025-09-20,3697.75,10,Pending,Desk Chair - customer support included,0,Normal
8fbdaf8a,1748,Gutierrez Inc,2025-07-12,2025-08-21,21729.75,2,Paid,Whiteboard - for office use,1,Suspicious invoice amount
93f4ccb2,1892,"Lawrence, Patterson and Moore",2025-10-03,2025-10-20,702.3,10,Unpaid,Notebook - for office use,0,Normal
9388eb64,1448,Coleman-Munoz,2025-05-03,2025-06-05,523.37,8,Pending,Coffee Machine - quarterly maintenance,0,Normal
ad11b2d1,1550,Smith Ltd,2025-05-31,2025-07-02,3348.57,1,Unpaid,Mouse - installation included,0,Normal
fed62477,1180,Acevedo Group,2025-06-24,2025-06-18,910.91,4,Pending,Keyboard - urgent delivery,1,Due date earlier than invoice date
54bfe352,2019,Riley and Sons,2025-05-04,2025-05-25,998.8,1,Unpaid,Monitor- quarterly maintenance,1,Suspicious text validation
341b46d7,1558,"Ruiz, Johnson and Jackson",2025-04-30,2025-06-13,3501.99,6,Pending,Stationery Set - urgent delivery,0,Normal
d3733c04,1640,Thomas and Sons,2025-07-15,2025-07-31,152.62,2,Pending,Coffee Machine - monthly supply,0,Normal
e4a18830,1741,Tran-Watts,2025-05-18,2025-06-10,1537.4,4,Pending,Stationery Set - for office use,0,Normal
1e5cfa94,1194,"Yu, Smith and Carroll",2025-06-20,2025-07-07,910.83,6,Unpaid,Pen Set - installation included,0,Normal
0da10c30,1465,"Morgan, Barry and Shepard",2025-09-07,2025-10-09,2090.16,9,Paid,USB Drive - monthly supply,0,Normal
687270cd,1168,"Patrick, Andersen and Nelson",2025-08-12,2025-08-10,551.67,1,Unpaid,Maintenance Service - monthly supply,1,Due date earlier than invoice date
ebdd0826,1760,Miller LLC,2025-06-30,2025-07-25,1935.82,8,Paid,CleaningService - monthly supply,1,Suspicious text validation
f05f1d3e,1081,Wilkerson-Larson,2025-06-24,2025-07-30,42035.9,10,Paid,Installation Service - customer support included,1,Suspicious invoice amount
45af6910,1442,Bailey-Cook,2025-07-09,2025-08-01,3709.54,3,Pending,Installation Service - for office use,0,Normal
